gml_id,ust_katego,alt_katego,ad,geojson
bursa_dinitesis.785,DİNİ TESİSLER,CAMİ,GÖRÜKLE CAMİ,"{""type"":""Point"",""coordinates"":[28.839523227,40.232636853]}"
bursa_dinitesis.786,DİNİ TESİSLER,CAMİ,GÖRÜKLE DUMLUPINAR MH. CEVİZLİK CAMİ,"{""type"":""Point"",""coordinates"":[28.840312089,40.22425577]}"
bursa_dinitesis.787,DİNİ TESİSLER,CAMİ,NECMİYE SAYGINER CAMİ,"{""type"":""Point"",""coordinates"":[28.814913066,40.217693683]}"
bursa_dinitesis.788,DİNİ TESİSLER,CAMİ,GÖRÜKLE İRFANİYE MH. HASAN ÖZTİMUR CAMİ,"{""type"":""Point"",""coordinates"":[28.815871037,40.224549008]}"
bursa_dinitesis.789,DİNİ TESİSLER,CAMİ,GÖRÜKLE İRFANİYE MH.CAMİ,"{""type"":""Point"",""coordinates"":[28.817088459,40.240938369]}"
bursa_dinitesis.790,DİNİ TESİSLER,CAMİ,GÜMÜŞTEPE MH.CAMİ,"{""type"":""Point"",""coordinates"":[28.97024137,40.178067015]}"
bursa_dinitesis.791,DİNİ TESİSLER,CAMİ,HACIBABA CAMİ,"{""type"":""Point"",""coordinates"":[28.991620607,40.209427629]}"
bursa_dinitesis.792,DİNİ TESİSLER,CAMİ,HASANAĞA CAMİ,"{""type"":""Point"",""coordinates"":[28.794009286,40.1717597]}"
bursa_dinitesis.793,DİNİ TESİSLER,CAMİ,HASANAĞA KIZILCIKLI MH. TOKİ CAMİ,"{""type"":""Point"",""coordinates"":[28.802747451,40.202843743]}"
bursa_dinitesis.794,DİNİ TESİSLER,CAMİ,IŞIKTEPE CAMİ,"{""type"":""Point"",""coordinates"":[28.959935118,40.227863266]}"
bursa_dinitesis.795,DİNİ TESİSLER,CAMİ,İHSANİYE MH.CAMİ,"{""type"":""Point"",""coordinates"":[28.987078599,40.221290127]}"
bursa_dinitesis.796,DİNİ TESİSLER,CAMİ,İNEGAZİ MH.CAMİ,"{""type"":""Point"",""coordinates"":[28.867481593,40.130870942]}"
bursa_dinitesis.797,DİNİ TESİSLER,CAMİ,KARACAOBA MH.CAMİ,"{""type"":""Point"",""coordinates"":[28.723778894,40.217355348]}"
bursa_dinitesis.798,DİNİ TESİSLER,CAMİ,KAYAPA CAMİ,"{""type"":""Point"",""coordinates"":[28.840698745,40.172714776]}"
bursa_dinitesis.799,DİNİ TESİSLER,CAMİ,KAYAPA SANAYİ BULVARI CAMİ,"{""type"":""Point"",""coordinates"":[28.81922368,40.178938138]}"
bursa_dinitesis.800,DİNİ TESİSLER,CAMİ,KAYAPA TOKİ ÇAMLIK CAMİ,"{""type"":""Point"",""coordinates"":[28.850791451,40.195311652]}"
bursa_dinitesis.801,DİNİ TESİSLER,CAMİ,KONAK MH.KONAK CAMİ,"{""type"":""Point"",""coordinates"":[28.97585987,40.208268869]}"
bursa_dinitesis.802,DİNİ TESİSLER,CAMİ,KORUBAŞI MH.CAMİ (BALYAS),"{""type"":""Point"",""coordinates"":[28.749729808,40.105454268]}"
bursa_dinitesis.803,DİNİ TESİSLER,CAMİ,MEHMET ZAHİT KOTKU CAMİ,"{""type"":""Point"",""coordinates"":[28.973587975,40.222317103]}"
bursa_dinitesis.804,DİNİ TESİSLER,CAMİ,MEVLANA CAMİ,"{""type"":""Point"",""coordinates"":[28.960345877,40.199500836]}"
bursa_dinitesis.805,DİNİ TESİSLER,CAMİ,MİNARELİÇAVUŞ MH.CAMİ,"{""type"":""Point"",""coordinates"":[28.937702365,40.246409113]}"
bursa_dinitesis.806,DİNİ TESİSLER,CAMİ,NİLÜFER CAMİ,"{""type"":""Point"",""coordinates"":[28.993103125,40.224008414]}"
bursa_dinitesis.807,DİNİ TESİSLER,CAMİ,ORGANİZE SANAYİ CAMİ (PİLOT),"{""type"":""Point"",""coordinates"":[28.962787732,40.244389449]}"
bursa_dinitesis.808,DİNİ TESİSLER,CAMİ,PLAST MET MESCİDİ,"{""type"":""Point"",""coordinates"":[28.780542374,40.173761727]}"
bursa_dinitesis.809,DİNİ TESİSLER,CAMİ,TAHTALI MH.ÇINAR CAMİ,"{""type"":""Point"",""coordinates"":[28.878675412,40.175707807]}"
bursa_dinitesis.810,DİNİ TESİSLER,CAMİ,TİCARET MERKEZİ CAMİ,"{""type"":""Point"",""coordinates"":[28.933078047,40.211600316]}"
bursa_dinitesis.811,DİNİ TESİSLER,CAMİ,UNÇUKURU MH.CAMİ,"{""type"":""Point"",""coordinates"":[28.726853243,40.118940993]}"
bursa_dinitesis.812,DİNİ TESİSLER,CAMİ,ÜÇEVLER AZİZ MAHMUT HÜDAYİ CAMİ,"{""type"":""Point"",""coordinates"":[28.948451599,40.197410012]}"
bursa_dinitesis.813,DİNİ TESİSLER,CAMİ,ÜÇPINAR MH.CAMİ,"{""type"":""Point"",""coordinates"":[28.840375884,40.104413304]}"
bursa_dinitesis.814,DİNİ TESİSLER,CAMİ,YOLÇATI MH.YENİ CAMİ,"{""type"":""Point"",""coordinates"":[28.870993923,40.258479666]}"
bursa_dinitesis.815,DİNİ TESİSLER,CAMİ,EYÜP YILDIZ CAMİ,"{""type"":""Point"",""coordinates"":[28.930170195,40.214043452]}"
bursa_dinitesis.816,DİNİ TESİSLER,CAMİ,İLÇE MÜFTÜLÜĞÜ,"{""type"":""Point"",""coordinates"":[28.991499307,39.900885606]}"
bursa_dinitesis.817,DİNİ TESİSLER,CAMİ,AKALAN MH.CAMİ,"{""type"":""Point"",""coordinates"":[29.013296502,39.863405988]}"
bursa_dinitesis.818,DİNİ TESİSLER,CAMİ,AKÇABÜK MH.CAMİ,"{""type"":""Point"",""coordinates"":[28.92153326,39.950851522]}"
bursa_dinitesis.819,DİNİ TESİSLER,CAMİ,BALOĞLU MH.CAMİ,"{""type"":""Point"",""coordinates"":[28.985438353,39.76654236]}"
bursa_dinitesis.820,DİNİ TESİSLER,CAMİ,BİLAL-İ HABEŞİ CAMİ,"{""type"":""Point"",""coordinates"":[28.991485063,39.903952363]}"
bursa_dinitesis.821,DİNİ TESİSLER,CAMİ,ÇALAPLAR MH.CAMİ,"{""type"":""Point"",""coordinates"":[28.96031527,39.791125818]}"
bursa_dinitesis.822,DİNİ TESİSLER,CAMİ,ÇALAPLAR MH.ODABAŞI CAMİ,"{""type"":""Point"",""coordinates"":[28.967152813,39.794129323]}"
bursa_dinitesis.823,DİNİ TESİSLER,CAMİ,ÇEKİ MH.CAMİ,"{""type"":""Point"",""coordinates"":[29.07171099,39.787846391]}"
bursa_dinitesis.824,DİNİ TESİSLER,CAMİ,ÇİVLİ MH.YK.CAMİ,"{""type"":""Point"",""coordinates"":[28.794099164,39.888850894]}"
bursa_dinitesis.825,DİNİ TESİSLER,CAMİ,ÇÖRELER MH.CAMİ,"{""type"":""Point"",""coordinates"":[28.946382402,39.945311587]}"
bursa_dinitesis.826,DİNİ TESİSLER,CAMİ,DAĞGÜNEY MH.C,"{""type"":""Point"",""coordinates"":[29.063316151,39.943777911]}"
bursa_dinitesis.827,DİNİ TESİSLER,CAMİ,DELİBALLAR MH.CAMİ,"{""type"":""Point"",""coordinates"":[28.99546679,39.93255811]}"
bursa_dinitesis.828,DİNİ TESİSLER,CAMİ,DEMİRCİ MH.CAMİ,"{""type"":""Point"",""coordinates"":[29.015017779,39.796411044]}"
bursa_dinitesis.829,DİNİ TESİSLER,CAMİ,DÜNDAR MH.CAMİ,"{""type"":""Point"",""coordinates"":[28.856540855,39.892150929]}"
bursa_dinitesis.830,DİNİ TESİSLER,CAMİ,EMİR MH.CAMİ,"{""type"":""Point"",""coordinates"":[29.022488687,39.76772947]}"
bursa_dinitesis.831,DİNİ TESİSLER,CAMİ,ERENLER MH.CAMİ,"{""type"":""Point"",""coordinates"":[28.893937078,40.047132575]}"
bursa_dinitesis.832,DİNİ TESİSLER,CAMİ,ESENTEPE CAMİ,"{""type"":""Point"",""coordinates"":[28.988620134,39.896780246]}"
bursa_dinitesis.833,DİNİ TESİSLER,CAMİ,ESKİDANİŞMENT MH.CAMİ,"{""type"":""Point"",""coordinates"":[29.006262538,39.829098924]}"
bursa_dinitesis.834,DİNİ TESİSLER,CAMİ,FEVZİPAŞA MH.CAMİ,"{""type"":""Point"",""coordinates"":[28.990029635,39.90088993]}"
bursa_dinitesis.835,DİNİ TESİSLER,CAMİ,FİROZ MH.CAMİ,"{""type"":""Point"",""coordinates"":[29.101664691,39.934449054]}"
bursa_dinitesis.836,DİNİ TESİSLER,CAMİ,GAZİOLUK MH.CAMİ,"{""type"":""Point"",""coordinates"":[28.782613475,39.854046558]}"
bursa_dinitesis.837,DİNİ TESİSLER,CAMİ,GÖKTEPE MH.CAMİ,"{""type"":""Point"",""coordinates"":[28.937664337,40.034130108]}"
bursa_dinitesis.838,DİNİ TESİSLER,CAMİ,GÖYNÜKBELEN MH.MRK.CAMİ,"{""type"":""Point"",""coordinates"":[29.045221736,39.99066629]}"
bursa_dinitesis.839,DİNİ TESİSLER,CAMİ,GÖYNÜKBELEN MH.YENİ CAMİ,"{""type"":""Point"",""coordinates"":[29.048366467,39.989897642]}"
bursa_dinitesis.840,DİNİ TESİSLER,CAMİ,GÜMÜŞPINAR MH.AŞĞ.CAMİ,"{""type"":""Point"",""coordinates"":[28.861325636,39.914426895]}"
bursa_dinitesis.841,DİNİ TESİSLER,CAMİ,GÜMÜŞPINAR MH.YK.CAMİ,"{""type"":""Point"",""coordinates"":[28.860578028,39.918663674]}"
bursa_dinitesis.842,DİNİ TESİSLER,CAMİ,İKİZOLUK MH.CAMİ,"{""type"":""Point"",""coordinates"":[28.87703787,39.880289839]}"
bursa_dinitesis.843,DİNİ TESİSLER,CAMİ,KABAKLAR MH.CAMİ,"{""type"":""Point"",""coordinates"":[29.083589264,39.902973488]}"
bursa_dinitesis.844,DİNİ TESİSLER,CAMİ,KARASİ MH.CAMİ(YAZLICA),"{""type"":""Point"",""coordinates"":[29.076296708,39.948272525]}"
bursa_dinitesis.845,DİNİ TESİSLER,CAMİ,KARINCALI MH.CAMİ,"{""type"":""Point"",""coordinates"":[28.859695977,39.971626549]}"
bursa_dinitesis.846,DİNİ TESİSLER,CAMİ,KARINCALI MH.TERMİK CAMİ,"{""type"":""Point"",""coordinates"":[28.850740781,39.96328652]}"
bursa_dinitesis.847,DİNİ TESİSLER,CAMİ,KOÇU MH.CAMİ,"{""type"":""Point"",""coordinates"":[28.860214328,40.048314829]}"
bursa_dinitesis.848,DİNİ TESİSLER,CAMİ,KUSUMLAR MH.CAMİ,"{""type"":""Point"",""coordinates"":[28.939558732,39.906389321]}"
bursa_dinitesis.849,DİNİ TESİSLER,CAMİ,MAHALLER MH.CAMİ,"{""type"":""Point"",""coordinates"":[29.02502656,39.776949798]}"
bursa_dinitesis.850,DİNİ TESİSLER,CAMİ,ORTAKÖY MH.CAMİ,"{""type"":""Point"",""coordinates"":[28.852297225,40.050268695]}"
bursa_dinitesis.851,DİNİ TESİSLER,CAMİ,OSMANİYE MH.CAMİ,"{""type"":""Point"",""coordinates"":[28.978327893,40.030427066]}"
bursa_dinitesis.852,DİNİ TESİSLER,CAMİ,SADAĞI MH.CAMİ,"{""type"":""Point"",""coordinates"":[28.925450945,39.884475522]}"
bursa_dinitesis.853,DİNİ TESİSLER,CAMİ,SEMERCİ MH.CAMİ,"{""type"":""Point"",""coordinates"":[29.001356951,39.77191106]}"
bursa_dinitesis.854,DİNİ TESİSLER,CAMİ,SÜLEYMANBEY MH.CAMİ,"{""type"":""Point"",""coordinates"":[28.836511635,40.051438194]}"
bursa_dinitesis.855,DİNİ TESİSLER,CAMİ,TOPUK MH.CAMİ,"{""type"":""Point"",""coordinates"":[28.994706218,39.981851864]}"
bursa_dinitesis.856,DİNİ TESİSLER,CAMİ,ÜÇYÜZEVLER CAMİ,"{""type"":""Point"",""coordinates"":[28.98061122,39.907963198]}"
bursa_dinitesis.857,DİNİ TESİSLER,CAMİ,YAKUPLAR MH.CAMİ,"{""type"":""Point"",""coordinates"":[29.027669723,39.748466468]}"
bursa_dinitesis.858,DİNİ TESİSLER,CAMİ,YEŞİLLER MH.CAMİ,"{""type"":""Point"",""coordinates"":[28.892028949,39.878749287]}"
bursa_dinitesis.859,DİNİ TESİSLER,CAMİ,YÜRÜCEKLER MH.CAMİ,"{""type"":""Point"",""coordinates"":[28.890487113,39.958154325]}"
bursa_dinitesis.860,DİNİ TESİSLER,CAMİ,AKHAREM MH.CAMİ,"{""type"":""Point"",""coordinates"":[29.3364124,40.416032067]}"
bursa_dinitesis.861,DİNİ TESİSLER,CAMİ,ARAPZADE.CAMİ,"{""type"":""Point"",""coordinates"":[29.303626271,40.494919986]}"
bursa_dinitesis.862,DİNİ TESİSLER,CAMİ,ÇAKIRLI MH.CAMİ,"{""type"":""Point"",""coordinates"":[29.451236784,40.519179577]}"
bursa_dinitesis.863,DİNİ TESİSLER,CAMİ,ÇELTİKÇİ MH.CAMİ,"{""type"":""Point"",""coordinates"":[29.284844401,40.465391481]}"
bursa_dinitesis.864,DİNİ TESİSLER,CAMİ,DUTLUCA MH.CAMİ,"{""type"":""Point"",""coordinates"":[29.385291253,40.407562385]}"
bursa_dinitesis.865,DİNİ TESİSLER,CAMİ,GAZİ ORHANBEY CAMİ,"{""type"":""Point"",""coordinates"":[29.31008702,40.49150633]}"
bursa_dinitesis.866,DİNİ TESİSLER,CAMİ,GEDELEK MH.CAMİ,"{""type"":""Point"",""coordinates"":[29.259205569,40.451958196]}"
bursa_dinitesis.867,DİNİ TESİSLER,CAMİ,GÜRLE MH.CAMİ,"{""type"":""Point"",""coordinates"":[29.301679606,40.4061735]}"
bursa_dinitesis.868,DİNİ TESİSLER,CAMİ,HAMZALI MH.CAMİ,"{""type"":""Point"",""coordinates"":[29.262929968,40.52622714]}"
bursa_dinitesis.869,DİNİ TESİSLER,CAMİ,HECELER MH.CAMİ,"{""type"":""Point"",""coordinates"":[29.436190441,40.391343468]}"
bursa_dinitesis.870,DİNİ TESİSLER,CAMİ,HZ.EBUBEKİR CAMİ,"{""type"":""Point"",""coordinates"":[29.319619022,40.502873598]}"
bursa_dinitesis.871,DİNİ TESİSLER,CAMİ,KONUTLAR CAMİ,"{""type"":""Point"",""coordinates"":[29.300865681,40.490315358]}"
bursa_dinitesis.872,DİNİ TESİSLER,CAMİ,KUBBELİ CAMİ,"{""type"":""Point"",""coordinates"":[29.301083784,40.485448313]}"
bursa_dinitesis.873,DİNİ TESİSLER,CAMİ,MUHAMMEDÜL EMİN CAMİ,"{""type"":""Point"",""coordinates"":[29.31497156,40.504994056]}"
bursa_dinitesis.874,DİNİ TESİSLER,CAMİ,NARLICA MH.CAMİ,"{""type"":""Point"",""coordinates"":[29.48044427,40.387274016]}"
bursa_dinitesis.875,DİNİ TESİSLER,CAMİ,ORTAKÖY MH.CAMİ,"{""type"":""Point"",""coordinates"":[29.338214897,40.553640963]}"
bursa_dinitesis.876,DİNİ TESİSLER,CAMİ,TEPEÜSTÜ CAMİ,"{""type"":""Point"",""coordinates"":[29.300603265,40.500053157]}"
bursa_dinitesis.877,DİNİ TESİSLER,CAMİ,ÜREĞİL MH.CAMİ,"{""type"":""Point"",""coordinates"":[29.409751353,40.524196991]}"
bursa_dinitesis.878,DİNİ TESİSLER,CAMİ,YENİKÖY MH.MERKEZ CAMİ,"{""type"":""Point"",""coordinates"":[29.354990753,40.535564382]}"
bursa_dinitesis.879,DİNİ TESİSLER,CAMİ,YENİKÖY MH.YENİ CAMİ,"{""type"":""Point"",""coordinates"":[29.352023932,40.536380668]}"
bursa_dinitesis.880,DİNİ TESİSLER,CAMİ,İLÇE MÜFTÜLÜĞÜ,"{""type"":""Point"",""coordinates"":[29.073071952,40.187047711]}"
bursa_dinitesis.881,DİNİ TESİSLER,CAMİ,ACEMLER CAMİ,"{""type"":""Point"",""coordinates"":[29.064234829,40.189023467]}"
bursa_dinitesis.882,DİNİ TESİSLER,CAMİ,AHMET MH.CAMİ,"{""type"":""Point"",""coordinates"":[28.998277268,40.296603198]}"
bursa_dinitesis.883,DİNİ TESİSLER,CAMİ,AKBAŞAK CAMİ,"{""type"":""Point"",""coordinates"":[29.076717676,40.189770094]}"
bursa_dinitesis.884,DİNİ TESİSLER,CAMİ,ALAATTİN CAMİ,"{""type"":""Point"",""coordinates"":[29.050444061,40.186230583]}"
bursa_dinitesis.885,DİNİ TESİSLER,CAMİ,ALACAHIRKA MH. ZEYTİNLİK CAMİ,"{""type"":""Point"",""coordinates"":[29.043970291,40.185288072]}"
bursa_dinitesis.886,DİNİ TESİSLER,CAMİ,ALACAHIRKA PAŞA CAMİ,"{""type"":""Point"",""coordinates"":[29.047711824,40.183747609]}"
bursa_dinitesis.887,DİNİ TESİSLER,CAMİ,ALANYERİ CAMİ,"{""type"":""Point"",""coordinates"":[29.06688586,40.186983778]}"
bursa_dinitesis.888,DİNİ TESİSLER,CAMİ,ALEMDAR MH. HACI BAYRAM CAMİ,"{""type"":""Point"",""coordinates"":[29.035096822,40.211290886]}"
bursa_dinitesis.889,DİNİ TESİSLER,CAMİ,ALTIKURNALAR CAMİ,"{""type"":""Point"",""coordinates"":[29.070041754,40.205732951]}"
bursa_dinitesis.890,DİNİ TESİSLER,CAMİ,ALTIPARMAK CAMİ,"{""type"":""Point"",""coordinates"":[29.051405899,40.190300131]}"
bursa_dinitesis.891,DİNİ TESİSLER,CAMİ,ARAFAT CAMİ,"{""type"":""Point"",""coordinates"":[29.045278467,40.202538888]}"
bursa_dinitesis.892,DİNİ TESİSLER,CAMİ,ASR-I SAADET CAMİ,"{""type"":""Point"",""coordinates"":[29.081753194,40.207026381]}"
bursa_dinitesis.893,DİNİ TESİSLER,CAMİ,TÜTÜNCÜOĞLU CAMİ,"{""type"":""Point"",""coordinates"":[29.087548718,40.194391727]}"
bursa_dinitesis.894,DİNİ TESİSLER,CAMİ,ULUDAĞ CAMİ,"{""type"":""Point"",""coordinates"":[29.087621159,40.170053272]}"
bursa_dinitesis.969,DİNİ TESİSLER,KİLİSE,KİLİSE,"{""type"":""Point"",""coordinates"":[28.795815073,40.394257477]}"
bursa_dinitesis.895,DİNİ TESİSLER,CAMİ,ULUS MH. ULUS MRK. CAMİ,"{""type"":""Point"",""coordinates"":[29.122805588,40.199768]}"
bursa_dinitesis.896,DİNİ TESİSLER,CAMİ,VAKIF MH.CAMİ,"{""type"":""Point"",""coordinates"":[29.145709594,40.217815205]}"
bursa_dinitesis.897,DİNİ TESİSLER,CAMİ,VATAN MH. DEMİR CAMİ,"{""type"":""Point"",""coordinates"":[29.094643384,40.206053644]}"
bursa_dinitesis.898,DİNİ TESİSLER,CAMİ,VATAN MH. DOĞU CAMİ,"{""type"":""Point"",""coordinates"":[29.092660029,40.207256741]}"
bursa_dinitesis.899,DİNİ TESİSLER,CAMİ,VEFİKİYE CAMİ,"{""type"":""Point"",""coordinates"":[29.071014396,40.17537259]}"
bursa_dinitesis.900,DİNİ TESİSLER,CAMİ,YENİ MH.CAMİ,"{""type"":""Point"",""coordinates"":[29.077763024,40.176052033]}"
bursa_dinitesis.901,DİNİ TESİSLER,CAMİ,YENİ TEMENYERİ CAMİ,"{""type"":""Point"",""coordinates"":[29.067144577,40.17852008]}"
bursa_dinitesis.902,DİNİ TESİSLER,CAMİ,YEŞİL BAĞDAT CAMİ,"{""type"":""Point"",""coordinates"":[29.177309701,40.189678418]}"
bursa_dinitesis.903,DİNİ TESİSLER,CAMİ,YEŞİL CAMİ,"{""type"":""Point"",""coordinates"":[29.07495798,40.183268541]}"
bursa_dinitesis.904,DİNİ TESİSLER,CAMİ,YILDIRIM CAMİ,"{""type"":""Point"",""coordinates"":[29.082853507,40.18862703]}"
bursa_dinitesis.905,DİNİ TESİSLER,CAMİ,YİĞİTLER MH. HACI İBRAHİM ALTAN CAMİ,"{""type"":""Point"",""coordinates"":[29.151165045,40.193767193]}"
bursa_dinitesis.906,DİNİ TESİSLER,CAMİ,ZEYNELABİDİN CAMİ,"{""type"":""Point"",""coordinates"":[29.120838384,40.177190044]}"
bursa_dinitesis.907,DİNİ TESİSLER,CAMİ,ZEYNİLER MH.CAMİ,"{""type"":""Point"",""coordinates"":[29.110691745,40.164566238]}"
bursa_dinitesis.908,DİNİ TESİSLER,CAMİ,ZÜMRÜTEVLER CAMİ,"{""type"":""Point"",""coordinates"":[29.097071546,40.175397939]}"
bursa_dinitesis.909,DİNİ TESİSLER,CAMİ,İMAM-HATİP OKULU TATBİKAT CAMİ,"{""type"":""Point"",""coordinates"":[29.08830238,40.189017247]}"
bursa_dinitesis.910,DİNİ TESİSLER,CAMİ,YILDIRIM MH. İCLALİYE CAMİ,"{""type"":""Point"",""coordinates"":[29.078949508,40.188247631]}"
bursa_dinitesis.911,DİNİ TESİSLER,CAMİ,İL MÜFTÜLÜĞÜ,"{""type"":""Point"",""coordinates"":[29.061466969,40.188702552]}"
bursa_dinitesis.912,DİNİ TESİSLER,CAMİ,HACI HATİP CAMİ,"{""type"":""Point"",""coordinates"":[29.102937467,40.206086084]}"
bursa_dinitesis.913,DİNİ TESİSLER,CAMİ,HACI MUSTAFA DEMİRÖZ CAMİ,"{""type"":""Point"",""coordinates"":[29.11682507,40.194301647]}"
bursa_dinitesis.914,DİNİ TESİSLER,CAMİ,HACI SEVİRDİK CAMİ,"{""type"":""Point"",""coordinates"":[29.076424369,40.18404007]}"
bursa_dinitesis.915,DİNİ TESİSLER,CAMİ,HACIVAT MH. SOMUNCUBABA CAMİ,"{""type"":""Point"",""coordinates"":[29.149113209,40.195412028]}"
bursa_dinitesis.916,DİNİ TESİSLER,CAMİ,HAMAMLIKIZIK MH.DOKUZGÖZELER CAMİ,"{""type"":""Point"",""coordinates"":[29.191091789,40.182204381]}"
bursa_dinitesis.917,DİNİ TESİSLER,CAMİ,HAVUZLU SK.CAMİ,"{""type"":""Point"",""coordinates"":[29.096756353,40.180496138]}"
bursa_dinitesis.918,DİNİ TESİSLER,CAMİ,HAYIRSEVENLER CAMİ,"{""type"":""Point"",""coordinates"":[29.117122641,40.188124067]}"
bursa_dinitesis.919,DİNİ TESİSLER,CAMİ,HAYRİYE CAMİ,"{""type"":""Point"",""coordinates"":[29.077838554,40.178393369]}"
bursa_dinitesis.920,DİNİ TESİSLER,CAMİ,HOCATAŞKIN CAMİ,"{""type"":""Point"",""coordinates"":[29.078276575,40.181809125]}"
bursa_dinitesis.921,DİNİ TESİSLER,CAMİ,HÜSAMETTİN TEKKE CAMİ,"{""type"":""Point"",""coordinates"":[29.067012756,40.174969027]}"
bursa_dinitesis.922,DİNİ TESİSLER,CAMİ,HZ. EBUBEKİR CAMİ,"{""type"":""Point"",""coordinates"":[29.132116205,40.180427386]}"
bursa_dinitesis.923,DİNİ TESİSLER,CAMİ,HZ. ÖMER CAMİ,"{""type"":""Point"",""coordinates"":[29.095727925,40.17277136]}"
bursa_dinitesis.924,DİNİ TESİSLER,CAMİ,İSABEY MH.CAMİ,"{""type"":""Point"",""coordinates"":[29.174811083,40.210623167]}"
bursa_dinitesis.925,DİNİ TESİSLER,CAMİ,KADRİYE CAMİ,"{""type"":""Point"",""coordinates"":[29.080388894,40.176956324]}"
bursa_dinitesis.926,DİNİ TESİSLER,CAMİ,KAPLANGAZİ CAMİ,"{""type"":""Point"",""coordinates"":[29.131345521,40.17709465]}"
bursa_dinitesis.927,DİNİ TESİSLER,CAMİ,KAPLIKAYALAR CAMİ,"{""type"":""Point"",""coordinates"":[29.112833959,40.174602125]}"
bursa_dinitesis.928,DİNİ TESİSLER,CAMİ,KARAPINAR MH. KARAPINAR CAMİ,"{""type"":""Point"",""coordinates"":[29.189235228,40.188994691]}"
bursa_dinitesis.929,DİNİ TESİSLER,CAMİ,KARLIDAĞ CAMİ,"{""type"":""Point"",""coordinates"":[29.093139377,40.195175806]}"
bursa_dinitesis.930,DİNİ TESİSLER,CAMİ,KAZIM KARABEKİR MH. KUBA CAMİ,"{""type"":""Point"",""coordinates"":[29.093897025,40.198657665]}"
bursa_dinitesis.931,DİNİ TESİSLER,CAMİ,KUYULU CAMİ,"{""type"":""Point"",""coordinates"":[29.101768108,40.185365547]}"
bursa_dinitesis.932,DİNİ TESİSLER,CAMİ,MALTEPE MH. MALTEPE CAMİ,"{""type"":""Point"",""coordinates"":[29.101115528,40.17663211]}"
bursa_dinitesis.933,DİNİ TESİSLER,CAMİ,MEHDİYE CAMİ,"{""type"":""Point"",""coordinates"":[29.134644624,40.187072587]}"
bursa_dinitesis.934,DİNİ TESİSLER,CAMİ,MEVLANA MH. HACILAR CAMİ,"{""type"":""Point"",""coordinates"":[29.115983636,40.202631909]}"
bursa_dinitesis.935,DİNİ TESİSLER,CAMİ,MEYDANCIK CAMİ,"{""type"":""Point"",""coordinates"":[29.075189185,40.185117881]}"
bursa_dinitesis.936,DİNİ TESİSLER,CAMİ,MİLLET MH. AK CAMİ,"{""type"":""Point"",""coordinates"":[29.103338438,40.217710346]}"
bursa_dinitesis.937,DİNİ TESİSLER,CAMİ,MİLLET MH. DARUSSELAM CAMİ,"{""type"":""Point"",""coordinates"":[29.101303011,40.211618294]}"
bursa_dinitesis.938,DİNİ TESİSLER,CAMİ,MİLLET MH. KAVAKLI CAMİ,"{""type"":""Point"",""coordinates"":[29.108331048,40.222902598]}"
bursa_dinitesis.939,DİNİ TESİSLER,CAMİ,MİLLET MH. SABAHAT CAMİ,"{""type"":""Point"",""coordinates"":[29.092853089,40.223873497]}"
bursa_dinitesis.940,DİNİ TESİSLER,CAMİ,MİMAR SİNAN MH. MİMAR SİNAN CAMİ,"{""type"":""Point"",""coordinates"":[29.125320115,40.182590312]}"
bursa_dinitesis.941,DİNİ TESİSLER,CAMİ,MİMAR SİNAN MH. YUNUS EMRE CAMİ,"{""type"":""Point"",""coordinates"":[29.122447817,40.184902075]}"
bursa_dinitesis.942,DİNİ TESİSLER,CAMİ,MOLLAARAP CAMİ,"{""type"":""Point"",""coordinates"":[29.074614725,40.175457198]}"
bursa_dinitesis.943,DİNİ TESİSLER,CAMİ,MOLLAARAP MH. SARIKAYA CAMİ,"{""type"":""Point"",""coordinates"":[29.075701976,40.171089847]}"
bursa_dinitesis.944,DİNİ TESİSLER,CAMİ,MUSABABA CAMİ,"{""type"":""Point"",""coordinates"":[29.08630252,40.178487528]}"
bursa_dinitesis.945,DİNİ TESİSLER,CAMİ,MUSLUBABA CAMİ,"{""type"":""Point"",""coordinates"":[29.093207565,40.177610848]}"
bursa_dinitesis.946,DİNİ TESİSLER,CAMİ,MÜCELLİDDİN CAMİ,"{""type"":""Point"",""coordinates"":[29.081372194,40.18576189]}"
bursa_dinitesis.947,DİNİ TESİSLER,CAMİ,MÜFTÜÖNÜ CAMİ,"{""type"":""Point"",""coordinates"":[29.073145762,40.180220443]}"
bursa_dinitesis.948,DİNİ TESİSLER,CAMİ,MÜMİNLER CAMİ,"{""type"":""Point"",""coordinates"":[29.11759147,40.182213033]}"
bursa_dinitesis.949,DİNİ TESİSLER,CAMİ,NAMAZGAH CAMİ,"{""type"":""Point"",""coordinates"":[29.075541305,40.179309345]}"
bursa_dinitesis.950,DİNİ TESİSLER,CAMİ,ORHANGAZİ VAKFI CAMİ,"{""type"":""Point"",""coordinates"":[29.087510567,40.181640298]}"
bursa_dinitesis.951,DİNİ TESİSLER,CAMİ,ORTABAĞLAR CAMİ,"{""type"":""Point"",""coordinates"":[29.111792855,40.188958966]}"
bursa_dinitesis.952,DİNİ TESİSLER,CAMİ,OSMANGAZİ CAMİ,"{""type"":""Point"",""coordinates"":[29.109945539,40.184263432]}"
bursa_dinitesis.953,DİNİ TESİSLER,CAMİ,SAMANLI MH. A. HAMDİ AKSEKİ CAMİ,"{""type"":""Point"",""coordinates"":[29.110795985,40.216461736]}"
