gml_id,ust_katego,alt_katego,ad,geojson
bursa_dinitesis.404,DİNİ TESİSLER,CAMİ,EĞERCE MH.SAHİL CAMİ,"{""type"":""Point"",""coordinates"":[28.626853055,40.364932695]}"
bursa_dinitesis.405,DİNİ TESİSLER,CAMİ,ESENCE MH.CAMİ,"{""type"":""Point"",""coordinates"":[28.687357662,40.348069495]}"
bursa_dinitesis.406,DİNİ TESİSLER,CAMİ,ESENCE MH.SAHİL CAMİ,"{""type"":""Point"",""coordinates"":[28.671011867,40.358049636]}"
bursa_dinitesis.407,DİNİ TESİSLER,CAMİ,ESKİ CAMİ,"{""type"":""Point"",""coordinates"":[28.883423782,40.378909522]}"
bursa_dinitesis.408,DİNİ TESİSLER,CAMİ,EVCİLER MH.CAMİ,"{""type"":""Point"",""coordinates"":[28.567253665,40.314800894]}"
bursa_dinitesis.409,DİNİ TESİSLER,CAMİ,GÖYNÜKLÜ MH.CAMİ,"{""type"":""Point"",""coordinates"":[28.955354947,40.325508589]}"
bursa_dinitesis.410,DİNİ TESİSLER,CAMİ,GÜZELYALI MH.DURAN CAMİ,"{""type"":""Point"",""coordinates"":[28.907910666,40.36361218]}"
bursa_dinitesis.411,DİNİ TESİSLER,CAMİ,GÜZELYALI MH.ESKİ CAMİ,"{""type"":""Point"",""coordinates"":[28.931306456,40.355664911]}"
bursa_dinitesis.412,DİNİ TESİSLER,CAMİ,GÜZELYALI MH.YENİ CAMİ,"{""type"":""Point"",""coordinates"":[28.928105214,40.355325207]}"
bursa_dinitesis.413,DİNİ TESİSLER,CAMİ,HACI EMİNE GÜLSEÇEN CAMİ,"{""type"":""Point"",""coordinates"":[28.888797757,40.371389637]}"
bursa_dinitesis.414,DİNİ TESİSLER,CAMİ,HACIBABA CAMİ,"{""type"":""Point"",""coordinates"":[28.893977318,40.370891138]}"
bursa_dinitesis.415,DİNİ TESİSLER,CAMİ,HASKÖY MH.CAMİ,"{""type"":""Point"",""coordinates"":[28.885978294,40.290796516]}"
bursa_dinitesis.416,DİNİ TESİSLER,CAMİ,İPEKYAYLA MH.CAMİ,"{""type"":""Point"",""coordinates"":[28.822947563,40.334237319]}"
bursa_dinitesis.417,DİNİ TESİSLER,CAMİ,KUMYAKA MH.CAMİ,"{""type"":""Point"",""coordinates"":[28.826601262,40.385819638]}"
bursa_dinitesis.418,DİNİ TESİSLER,CAMİ,KÜÇÜKYENİCE MH.CAMİ,"{""type"":""Point"",""coordinates"":[28.83537595,40.289303258]}"
bursa_dinitesis.419,DİNİ TESİSLER,CAMİ,MESUDİYE MH.CAMİ,"{""type"":""Point"",""coordinates"":[28.596643758,40.350291863]}"
bursa_dinitesis.420,DİNİ TESİSLER,CAMİ,MESUDİYE MH.SAHİL ÜSKÜP CAMİ,"{""type"":""Point"",""coordinates"":[28.581149839,40.367424388]}"
bursa_dinitesis.421,DİNİ TESİSLER,CAMİ,ÖMERBEY CAMİ,"{""type"":""Point"",""coordinates"":[28.8871094,40.376368807]}"
bursa_dinitesis.422,DİNİ TESİSLER,CAMİ,SÖĞÜTPINAR MH.CAMİ,"{""type"":""Point"",""coordinates"":[28.64918205,40.339780029]}"
bursa_dinitesis.423,DİNİ TESİSLER,CAMİ,TEKKE-İ ATİK CAMİ,"{""type"":""Point"",""coordinates"":[28.885976083,40.377077868]}"
bursa_dinitesis.424,DİNİ TESİSLER,CAMİ,TEKKE-İ CEDİT CAMİ,"{""type"":""Point"",""coordinates"":[28.884467165,40.377347517]}"
bursa_dinitesis.425,DİNİ TESİSLER,CAMİ,TİRİLYE MH.TALATBEY CAMİ,"{""type"":""Point"",""coordinates"":[28.795095413,40.392197617]}"
bursa_dinitesis.426,DİNİ TESİSLER,CAMİ,YAMAN MH.CAMİ,"{""type"":""Point"",""coordinates"":[28.724985188,40.333095259]}"
bursa_dinitesis.427,DİNİ TESİSLER,CAMİ,YAYLACIK MH.CAMİ,"{""type"":""Point"",""coordinates"":[28.815367048,40.304238974]}"
bursa_dinitesis.428,DİNİ TESİSLER,CAMİ,YENİ CAMİ,"{""type"":""Point"",""coordinates"":[28.879977351,40.381183465]}"
bursa_dinitesis.429,DİNİ TESİSLER,CAMİ,YÖRÜKALİ MH.CAMİ,"{""type"":""Point"",""coordinates"":[28.896421603,40.339236693]}"
bursa_dinitesis.430,DİNİ TESİSLER,CAMİ,ULUABAT MH.2.CAMİ,"{""type"":""Point"",""coordinates"":[28.432089499,40.204708495]}"
bursa_dinitesis.431,DİNİ TESİSLER,CAMİ,YENİKARAAĞAÇ MH.CAMİ,"{""type"":""Point"",""coordinates"":[28.61883459,40.220201555]}"
bursa_dinitesis.432,DİNİ TESİSLER,CAMİ,YENİSARIBEY MH.CAMİ,"{""type"":""Point"",""coordinates"":[28.22186707,40.149626018]}"
bursa_dinitesis.433,DİNİ TESİSLER,CAMİ,ASMALI CAMİ,"{""type"":""Point"",""coordinates"":[28.355015394,40.2099371]}"
bursa_dinitesis.434,DİNİ TESİSLER,CAMİ,AKÇAPINAR MH.CAMİ,"{""type"":""Point"",""coordinates"":[29.167273584,39.873509615]}"
bursa_dinitesis.435,DİNİ TESİSLER,CAMİ,ALPAGUT MH.CAMİ,"{""type"":""Point"",""coordinates"":[28.562160384,39.853361059]}"
bursa_dinitesis.436,DİNİ TESİSLER,CAMİ,AVDAN MH.CAMİ,"{""type"":""Point"",""coordinates"":[29.204647534,39.780061238]}"
bursa_dinitesis.437,DİNİ TESİSLER,CAMİ,BARAKLI MH.BÜYÜK CAMİ,"{""type"":""Point"",""coordinates"":[29.227315619,39.965880076]}"
bursa_dinitesis.438,DİNİ TESİSLER,CAMİ,BASAK MH.CUMA CAMİ,"{""type"":""Point"",""coordinates"":[29.241888781,39.781505703]}"
bursa_dinitesis.439,DİNİ TESİSLER,CAMİ,BASAK MH.KALBER CAMİ,"{""type"":""Point"",""coordinates"":[29.231946651,39.781376707]}"
bursa_dinitesis.440,DİNİ TESİSLER,CAMİ,BELENÖREN MH.CAMİ,"{""type"":""Point"",""coordinates"":[29.15063359,39.869634691]}"
bursa_dinitesis.441,DİNİ TESİSLER,CAMİ,BIYIKLIALAN MH.CAMİ,"{""type"":""Point"",""coordinates"":[29.195860389,39.91407886]}"
bursa_dinitesis.442,DİNİ TESİSLER,CAMİ,CUMA CAMİ,"{""type"":""Point"",""coordinates"":[29.234272827,39.91355721]}"
bursa_dinitesis.443,DİNİ TESİSLER,CAMİ,ÇUKUR MH.CAMİ,"{""type"":""Point"",""coordinates"":[29.238298045,39.914197919]}"
bursa_dinitesis.444,DİNİ TESİSLER,CAMİ,DAĞDİBİ MH.CAMİ,"{""type"":""Point"",""coordinates"":[29.2328171,40.004402069]}"
bursa_dinitesis.445,DİNİ TESİSLER,CAMİ,DAVUTLAR MH.CAMİ,"{""type"":""Point"",""coordinates"":[29.279877563,39.810812238]}"
bursa_dinitesis.446,DİNİ TESİSLER,CAMİ,DAVUTLAR MH.KAYADİBİ CAMİ,"{""type"":""Point"",""coordinates"":[29.278661222,39.815084396]}"
bursa_dinitesis.447,DİNİ TESİSLER,CAMİ,DELİCE MH.CAMİ,"{""type"":""Point"",""coordinates"":[29.175028948,39.966180081]}"
bursa_dinitesis.448,DİNİ TESİSLER,CAMİ,DENİZLER MH.SARIYAR CAMİ,"{""type"":""Point"",""coordinates"":[29.273668459,39.846474157]}"
bursa_dinitesis.449,DİNİ TESİSLER,CAMİ,DURAK MH.CAMİ,"{""type"":""Point"",""coordinates"":[29.29010749,39.833893922]}"
bursa_dinitesis.450,DİNİ TESİSLER,CAMİ,DURAK MH.DURMUŞLAR CAMİ,"{""type"":""Point"",""coordinates"":[29.293675252,39.830061527]}"
bursa_dinitesis.451,DİNİ TESİSLER,CAMİ,DÜVENLİ MH.CAMİ,"{""type"":""Point"",""coordinates"":[29.394077561,39.830049791]}"
bursa_dinitesis.452,DİNİ TESİSLER,CAMİ,EPÇELER MH.CAMİ,"{""type"":""Point"",""coordinates"":[29.225554378,40.011659319]}"
bursa_dinitesis.453,DİNİ TESİSLER,CAMİ,ERTUĞRULGAZİ MH.CAMİ,"{""type"":""Point"",""coordinates"":[29.226891623,39.915906873]}"
bursa_dinitesis.454,DİNİ TESİSLER,CAMİ,GÖKÖZ MH.CAMİ,"{""type"":""Point"",""coordinates"":[29.224853606,39.946273773]}"
bursa_dinitesis.455,DİNİ TESİSLER,CAMİ,HARMAN DEMİRCİ MH.CAMİ,"{""type"":""Point"",""coordinates"":[29.304123752,39.810334912]}"
bursa_dinitesis.456,DİNİ TESİSLER,CAMİ,HARMANALANI MH.YENİ CAMİ,"{""type"":""Point"",""coordinates"":[29.187792477,39.916997093]}"
bursa_dinitesis.457,DİNİ TESİSLER,CAMİ,HAYDAR MH.AŞĞ.CAMİ,"{""type"":""Point"",""coordinates"":[29.13510772,39.852265209]}"
bursa_dinitesis.458,DİNİ TESİSLER,CAMİ,HAYDAR MH.YK.CAMİ,"{""type"":""Point"",""coordinates"":[29.137439057,39.85602437]}"
bursa_dinitesis.459,DİNİ TESİSLER,CAMİ,ISSIZÖREN MH.CAMİ,"{""type"":""Point"",""coordinates"":[29.250930394,39.831195255]}"
bursa_dinitesis.460,DİNİ TESİSLER,CAMİ,KIRANIŞIKLAR MH.CAMİ,"{""type"":""Point"",""coordinates"":[29.227672225,39.859434893]}"
bursa_dinitesis.461,DİNİ TESİSLER,CAMİ,KİRAZLI MH.CAMİ,"{""type"":""Point"",""coordinates"":[29.206824042,39.89259897]}"
bursa_dinitesis.462,DİNİ TESİSLER,CAMİ,KOCAKAVACIK MH.CAMİ,"{""type"":""Point"",""coordinates"":[29.361543891,39.841336899]}"
bursa_dinitesis.463,DİNİ TESİSLER,CAMİ,KOZBUDAKLAR MH.CAMİ,"{""type"":""Point"",""coordinates"":[29.122630683,39.987475976]}"
bursa_dinitesis.464,DİNİ TESİSLER,CAMİ,PINARCIK MH.CAMİ,"{""type"":""Point"",""coordinates"":[29.230665315,39.995866367]}"
bursa_dinitesis.465,DİNİ TESİSLER,CAMİ,UZUNÖZ MH.CAMİ,"{""type"":""Point"",""coordinates"":[29.189434766,39.86704284]}"
bursa_dinitesis.466,DİNİ TESİSLER,CAMİ,YAĞCILAR MH.CAMİ,"{""type"":""Point"",""coordinates"":[29.126012816,39.917387767]}"
bursa_dinitesis.467,DİNİ TESİSLER,CAMİ,YAZIBAŞI MH.CAMİ,"{""type"":""Point"",""coordinates"":[29.18243676,39.790780334]}"
bursa_dinitesis.468,DİNİ TESİSLER,CAMİ,AĞLAŞAN MH.CAMİ,"{""type"":""Point"",""coordinates"":[29.28859831,40.283130751]}"
bursa_dinitesis.469,DİNİ TESİSLER,CAMİ,İLÇE MÜFTÜLÜĞÜ,"{""type"":""Point"",""coordinates"":[29.213654014,40.200722256]}"
bursa_dinitesis.470,DİNİ TESİSLER,CAMİ,AKŞEMSETTİN CAMİ,"{""type"":""Point"",""coordinates"":[29.225386883,40.20243324]}"
bursa_dinitesis.471,DİNİ TESİSLER,CAMİ,BABASULTAN MH.CAMİ,"{""type"":""Point"",""coordinates"":[29.371449309,40.109377441]}"
bursa_dinitesis.472,DİNİ TESİSLER,CAMİ,BURHANİYE MH.CAMİ,"{""type"":""Point"",""coordinates"":[29.240359253,40.171004333]}"
bursa_dinitesis.473,DİNİ TESİSLER,CAMİ,ÇAMLITEPE CAMİ,"{""type"":""Point"",""coordinates"":[29.214964848,40.192132497]}"
bursa_dinitesis.474,DİNİ TESİSLER,CAMİ,ÇINAR CAMİ,"{""type"":""Point"",""coordinates"":[29.209132687,40.200133686]}"
bursa_dinitesis.475,DİNİ TESİSLER,CAMİ,DUDAKLI MH.CAMİ,"{""type"":""Point"",""coordinates"":[29.316178295,40.23245052]}"
bursa_dinitesis.476,DİNİ TESİSLER,CAMİ,ERDOĞAN MH.CAMİ,"{""type"":""Point"",""coordinates"":[29.364784189,40.205947569]}"
bursa_dinitesis.477,DİNİ TESİSLER,CAMİ,GÖLBAŞI MH.CAMİ,"{""type"":""Point"",""coordinates"":[29.35079589,40.227226021]}"
bursa_dinitesis.478,DİNİ TESİSLER,CAMİ,GÖLCÜK MH.CAMİ,"{""type"":""Point"",""coordinates"":[29.379435548,40.278491988]}"
bursa_dinitesis.479,DİNİ TESİSLER,CAMİ,KALE MH.CAMİ,"{""type"":""Point"",""coordinates"":[29.218238839,40.202178445]}"
bursa_dinitesis.480,DİNİ TESİSLER,CAMİ,KAZANCI MH.CAMİ,"{""type"":""Point"",""coordinates"":[29.349972565,40.153427287]}"
bursa_dinitesis.481,DİNİ TESİSLER,CAMİ,BAYRAK CAMİ,"{""type"":""Point"",""coordinates"":[28.932248551,40.347915191]}"
bursa_dinitesis.482,DİNİ TESİSLER,CAMİ,ATICILAR CAMİ,"{""type"":""Point"",""coordinates"":[29.082643435,40.201008636]}"
bursa_dinitesis.483,DİNİ TESİSLER,CAMİ,AYDEDE CAMİ,"{""type"":""Point"",""coordinates"":[29.059219844,40.175250315]}"
bursa_dinitesis.484,DİNİ TESİSLER,CAMİ,AYNALI HOCATABİP CAMİ,"{""type"":""Point"",""coordinates"":[29.069318867,40.18284783]}"
bursa_dinitesis.485,DİNİ TESİSLER,CAMİ,YAHŞİBEY MH. AYŞE HATUN HACI BABA CAMİ,"{""type"":""Point"",""coordinates"":[29.049531127,40.189613933]}"
bursa_dinitesis.486,DİNİ TESİSLER,CAMİ,AZAPBEY CAMİ,"{""type"":""Point"",""coordinates"":[29.045434937,40.189657198]}"
bursa_dinitesis.487,DİNİ TESİSLER,CAMİ,BAĞLARBAŞI MH. ŞENGÜLLER CAMİ,"{""type"":""Point"",""coordinates"":[28.999079669,40.237962294]}"
bursa_dinitesis.488,DİNİ TESİSLER,CAMİ,BAĞLARBAŞI OSMANGAZİ CAMİ,"{""type"":""Point"",""coordinates"":[28.984568861,40.237856131]}"
bursa_dinitesis.489,DİNİ TESİSLER,CAMİ,BAĞLI MH.TAŞPINAR CAMİ,"{""type"":""Point"",""coordinates"":[29.093730775,40.082221244]}"
bursa_dinitesis.490,DİNİ TESİSLER,CAMİ,HACI OSMAN BAĞLAN CAMİ,"{""type"":""Point"",""coordinates"":[29.00804171,40.195062845]}"
bursa_dinitesis.491,DİNİ TESİSLER,CAMİ,HACI OSMAN CAMİ,"{""type"":""Point"",""coordinates"":[29.061953598,40.208357498]}"
bursa_dinitesis.492,DİNİ TESİSLER,CAMİ,HACI SALİH CAMİ,"{""type"":""Point"",""coordinates"":[29.063445974,40.194164064]}"
bursa_dinitesis.493,DİNİ TESİSLER,CAMİ,HACI SEVİNÇ CAMİ,"{""type"":""Point"",""coordinates"":[29.059755386,40.183729125]}"
bursa_dinitesis.494,DİNİ TESİSLER,CAMİ,HACI YAKUP CAMİ,"{""type"":""Point"",""coordinates"":[29.061934529,40.194044076]}"
bursa_dinitesis.495,DİNİ TESİSLER,CAMİ,HAK RESULULLAH CAMİ,"{""type"":""Point"",""coordinates"":[28.97404563,40.256335421]}"
bursa_dinitesis.496,DİNİ TESİSLER,CAMİ,HAMİTDEDE CAMİ,"{""type"":""Point"",""coordinates"":[28.982882213,40.243595086]}"
bursa_dinitesis.497,DİNİ TESİSLER,CAMİ,HAMİTLER MH.CAMİ,"{""type"":""Point"",""coordinates"":[28.982361511,40.246928741]}"
bursa_dinitesis.498,DİNİ TESİSLER,CAMİ,YUNUSELİ TOKİ CAMİ,"{""type"":""Point"",""coordinates"":[28.999958466,40.248015859]}"
bursa_dinitesis.499,DİNİ TESİSLER,CAMİ,HAMZABEY CAMİ,"{""type"":""Point"",""coordinates"":[29.042282212,40.193193138]}"
bursa_dinitesis.500,DİNİ TESİSLER,CAMİ,HOCA HASAN CAMİ,"{""type"":""Point"",""coordinates"":[29.057589275,40.192212488]}"
bursa_dinitesis.501,DİNİ TESİSLER,CAMİ,HOCA MUSLİHİDDİN CAMİ,"{""type"":""Point"",""coordinates"":[29.064998434,40.181508667]}"
bursa_dinitesis.502,DİNİ TESİSLER,CAMİ,HÜDAVENDİGAR MH. ÇAMLITARLA CAMİ,"{""type"":""Point"",""coordinates"":[29.026018123,40.19973351]}"
bursa_dinitesis.598,DİNİ TESİSLER,CAMİ,KIBLEPINAR MH.CAMİ,"{""type"":""Point"",""coordinates"":[29.465218617,40.341939449]}"
bursa_dinitesis.503,DİNİ TESİSLER,CAMİ,HÜDAVENDİGAR MH. DR. ERHAN SANATER CAMİ,"{""type"":""Point"",""coordinates"":[29.014467417,40.200458376]}"
bursa_dinitesis.504,DİNİ TESİSLER,CAMİ,HÜDAVENDİGAR MH. H.DİGAR CAMİ (1.MURAD),"{""type"":""Point"",""coordinates"":[29.021652681,40.203374709]}"
bursa_dinitesis.505,DİNİ TESİSLER,CAMİ,HÜRRİYET CAMİ,"{""type"":""Point"",""coordinates"":[29.004653135,40.222418053]}"
bursa_dinitesis.506,DİNİ TESİSLER,CAMİ,HÜRRİYET MH. ADALET CAMİ,"{""type"":""Point"",""coordinates"":[29.005115818,40.227928929]}"
bursa_dinitesis.507,DİNİ TESİSLER,CAMİ,HÜSEYİNALAN MH.CAMİ,"{""type"":""Point"",""coordinates"":[29.021383264,40.118834934]}"
bursa_dinitesis.508,DİNİ TESİSLER,CAMİ,İKİZLER CAMİ,"{""type"":""Point"",""coordinates"":[29.043741502,40.204631297]}"
bursa_dinitesis.509,DİNİ TESİSLER,CAMİ,İMARETİİSABEY CAMİ,"{""type"":""Point"",""coordinates"":[29.05302115,40.188863331]}"
bursa_dinitesis.510,DİNİ TESİSLER,CAMİ,İNKAYA MH.CAMİ,"{""type"":""Point"",""coordinates"":[29.016937588,40.182590207]}"
bursa_dinitesis.511,DİNİ TESİSLER,CAMİ,İSMAİL HAKKI TEKKESİ CAMİ,"{""type"":""Point"",""coordinates"":[29.066074675,40.187102214]}"
bursa_dinitesis.512,DİNİ TESİSLER,CAMİ,İSMETİYE MH.CAMİ,"{""type"":""Point"",""coordinates"":[29.112904054,40.26428586]}"
bursa_dinitesis.513,DİNİ TESİSLER,CAMİ,İSTİKLAL CAMİ,"{""type"":""Point"",""coordinates"":[29.010848632,40.22459494]}"
bursa_dinitesis.514,DİNİ TESİSLER,CAMİ,İVAZPAŞA CAMİ,"{""type"":""Point"",""coordinates"":[29.06175343,40.186653222]}"
bursa_dinitesis.515,DİNİ TESİSLER,CAMİ,İZZETBEY CAMİ (PINARBAŞI),"{""type"":""Point"",""coordinates"":[29.053290629,40.18207733]}"
bursa_dinitesis.516,DİNİ TESİSLER,CAMİ,KARABALÇIK MH.CAMİ,"{""type"":""Point"",""coordinates"":[29.092893059,40.308715906]}"
bursa_dinitesis.517,DİNİ TESİSLER,CAMİ,KARAISLAH MH.CAMİ,"{""type"":""Point"",""coordinates"":[29.124951301,40.021854777]}"
bursa_dinitesis.518,DİNİ TESİSLER,CAMİ,KARAŞEYH CAMİ,"{""type"":""Point"",""coordinates"":[29.065889445,40.183716055]}"
bursa_dinitesis.519,DİNİ TESİSLER,CAMİ,KAVAKLI CAMİ,"{""type"":""Point"",""coordinates"":[29.057745921,40.185215023]}"
bursa_dinitesis.520,DİNİ TESİSLER,CAMİ,KEFENSÜZEN CAMİ,"{""type"":""Point"",""coordinates"":[29.0654471,40.190245308]}"
bursa_dinitesis.521,DİNİ TESİSLER,CAMİ,KEMERÇEŞME SOLAKOĞLU CAMİ,"{""type"":""Point"",""coordinates"":[29.063140653,40.205573351]}"
bursa_dinitesis.522,DİNİ TESİSLER,CAMİ,KİRAZLI CAMİ,"{""type"":""Point"",""coordinates"":[29.044609156,40.115819094]}"
bursa_dinitesis.523,DİNİ TESİSLER,CAMİ,KİRAZLI ULUDAĞ SARIALAN CAMİ,"{""type"":""Point"",""coordinates"":[29.106573655,40.133897118]}"
bursa_dinitesis.524,DİNİ TESİSLER,CAMİ,KİREMİTÇİ CAMİ,"{""type"":""Point"",""coordinates"":[29.064032232,40.192528638]}"
bursa_dinitesis.525,DİNİ TESİSLER,CAMİ,KOŞUKAVAK CAMİ,"{""type"":""Point"",""coordinates"":[29.081002281,40.21714865]}"
bursa_dinitesis.526,DİNİ TESİSLER,CAMİ,KÖPRÜBAŞI NİLÜFER CAMİ,"{""type"":""Point"",""coordinates"":[29.012494413,40.218592791]}"
bursa_dinitesis.527,DİNİ TESİSLER,CAMİ,KÜÇÜK BALIKLI MRK. CAMİ,"{""type"":""Point"",""coordinates"":[29.073029835,40.217015303]}"
bursa_dinitesis.528,DİNİ TESİSLER,CAMİ,KÜÇÜK DELİLLER MH.CAMİ,"{""type"":""Point"",""coordinates"":[29.189834785,40.011527897]}"
bursa_dinitesis.529,DİNİ TESİSLER,CAMİ,KÜPLÜPINAR MH. YENİ CAMİ,"{""type"":""Point"",""coordinates"":[29.059776612,40.20167068]}"
bursa_dinitesis.530,DİNİ TESİSLER,CAMİ,MALHATUN CAMİ,"{""type"":""Point"",""coordinates"":[28.96913949,40.246975691]}"
bursa_dinitesis.531,DİNİ TESİSLER,CAMİ,MANTICI CAMİ,"{""type"":""Point"",""coordinates"":[29.0621241,40.188117961]}"
bursa_dinitesis.532,DİNİ TESİSLER,CAMİ,MEHMET AKİF MH. MEDİNE CAMİ,"{""type"":""Point"",""coordinates"":[29.023653116,40.225569471]}"
bursa_dinitesis.533,DİNİ TESİSLER,CAMİ,MERİNOS BAHÇELİEVLER CAMİ,"{""type"":""Point"",""coordinates"":[29.057168116,40.195240029]}"
bursa_dinitesis.534,DİNİ TESİSLER,CAMİ,MOLLA GÜRANİ MESCİDİ,"{""type"":""Point"",""coordinates"":[29.067795539,40.219287727]}"
bursa_dinitesis.535,DİNİ TESİSLER,CAMİ,MOLLAFENARİ CAMİ,"{""type"":""Point"",""coordinates"":[29.059726926,40.177874793]}"
bursa_dinitesis.536,DİNİ TESİSLER,CAMİ,MÜRSELLER MH.CAMİ,"{""type"":""Point"",""coordinates"":[29.025794525,40.095462517]}"
bursa_dinitesis.537,DİNİ TESİSLER,CAMİ,NAMIKKEMAL CAMİ,"{""type"":""Point"",""coordinates"":[29.078357401,40.197132421]}"
bursa_dinitesis.538,DİNİ TESİSLER,CAMİ,ORHAN CAMİ,"{""type"":""Point"",""coordinates"":[29.064435987,40.184964343]}"
bursa_dinitesis.539,DİNİ TESİSLER,CAMİ,OTO KOOP. GALERİCİLER CAMİ,"{""type"":""Point"",""coordinates"":[29.06009063,40.234385646]}"
bursa_dinitesis.540,DİNİ TESİSLER,CAMİ,BAĞLI MH.CAMİ,"{""type"":""Point"",""coordinates"":[29.088237694,40.067419473]}"
bursa_dinitesis.541,DİNİ TESİSLER,CAMİ,BAHAR MH.HOCA CAMİ,"{""type"":""Point"",""coordinates"":[29.06733649,40.202585857]}"
bursa_dinitesis.542,DİNİ TESİSLER,CAMİ,BAŞCIİBRAHİM CAMİ,"{""type"":""Point"",""coordinates"":[29.063541988,40.179562106]}"
bursa_dinitesis.543,DİNİ TESİSLER,CAMİ,BEŞİKCİLER CAMİ,"{""type"":""Point"",""coordinates"":[29.04531176,40.193140103]}"
bursa_dinitesis.544,DİNİ TESİSLER,CAMİ,BÜYÜKDELİLLER MH.CAMİ,"{""type"":""Point"",""coordinates"":[29.206385577,40.013248301]}"
bursa_dinitesis.545,DİNİ TESİSLER,CAMİ,ÇAĞLAYAN MH.CAMİ,"{""type"":""Point"",""coordinates"":[29.021992574,40.297922146]}"
bursa_dinitesis.546,DİNİ TESİSLER,CAMİ,ÇEKİRGE SÜLEYMAN ÇELEBİ CAMİ,"{""type"":""Point"",""coordinates"":[29.029290845,40.200268715]}"
bursa_dinitesis.547,DİNİ TESİSLER,CAMİ,ÇELTİK MH. MRK. CAMİ,"{""type"":""Point"",""coordinates"":[29.030094805,40.246456994]}"
bursa_dinitesis.548,DİNİ TESİSLER,CAMİ,ÇELTİK MH. KABE-İ MESCİT CAMİ,"{""type"":""Point"",""coordinates"":[29.021594547,40.230908077]}"
bursa_dinitesis.549,DİNİ TESİSLER,CAMİ,ÇELTİK MH. MUTLULAR CAMİ,"{""type"":""Point"",""coordinates"":[29.018975484,40.222927634]}"
bursa_dinitesis.550,DİNİ TESİSLER,CAMİ,ÇİFTE HAVUZLAR MEVLANA CAMİ,"{""type"":""Point"",""coordinates"":[29.052694451,40.21876096]}"
bursa_dinitesis.551,DİNİ TESİSLER,CAMİ,ÇİFTEHAVUZLAR CAMİ,"{""type"":""Point"",""coordinates"":[29.053722409,40.209094045]}"
bursa_dinitesis.552,DİNİ TESİSLER,CAMİ,ÇİFTEHAVUZLAR MH.ARMUTLU CAMİ,"{""type"":""Point"",""coordinates"":[29.050749206,40.21228526]}"
bursa_dinitesis.553,DİNİ TESİSLER,CAMİ,ÇUKURCA MH.CAMİ,"{""type"":""Point"",""coordinates"":[29.04054862,40.238171937]}"
bursa_dinitesis.554,DİNİ TESİSLER,CAMİ,DAĞAKÇA MH.CAMİ,"{""type"":""Point"",""coordinates"":[28.979141669,40.068497611]}"
bursa_dinitesis.555,DİNİ TESİSLER,CAMİ,DEMİRTAŞ ORGANİZE SANAYİ CAMİ,"{""type"":""Point"",""coordinates"":[29.067759266,40.269156128]}"
bursa_dinitesis.556,DİNİ TESİSLER,CAMİ,DEMİRTAŞ ORTA CAMİ,"{""type"":""Point"",""coordinates"":[29.094574977,40.272694203]}"
bursa_dinitesis.557,DİNİ TESİSLER,CAMİ,DEMİRTAŞ OSMANGAZİ CAMİ,"{""type"":""Point"",""coordinates"":[29.093935957,40.268386266]}"
bursa_dinitesis.558,DİNİ TESİSLER,CAMİ,DEMİRTAŞ TİMURTAŞPAŞA CAMİ,"{""type"":""Point"",""coordinates"":[29.099528674,40.269452879]}"
bursa_dinitesis.559,DİNİ TESİSLER,CAMİ,DERYANUR CAMİ,"{""type"":""Point"",""coordinates"":[28.97118007,40.254444893]}"
bursa_dinitesis.560,DİNİ TESİSLER,CAMİ,DİKKALDIRIM MH. DİKKALDIRIM CAMİ,"{""type"":""Point"",""coordinates"":[29.010870628,40.204578811]}"
bursa_dinitesis.561,DİNİ TESİSLER,CAMİ,DİKKALDIRIM MH. HİCRET CAMİ,"{""type"":""Point"",""coordinates"":[29.010643301,40.208749616]}"
bursa_dinitesis.562,DİNİ TESİSLER,CAMİ,DİKKALDIRIM MH. MUSTAFA KILIÇASLAN CAMİ,"{""type"":""Point"",""coordinates"":[29.013091054,40.205708724]}"
bursa_dinitesis.563,DİNİ TESİSLER,CAMİ,DOĞANCI MH.CAMİ,"{""type"":""Point"",""coordinates"":[28.965271888,40.13456243]}"
bursa_dinitesis.564,DİNİ TESİSLER,CAMİ,DÜHTERİŞERİF CAMİ,"{""type"":""Point"",""coordinates"":[29.060341851,40.182697384]}"
bursa_dinitesis.565,DİNİ TESİSLER,CAMİ,DÜRDANE MH.CAMİ,"{""type"":""Point"",""coordinates"":[29.082857189,40.339487406]}"
bursa_dinitesis.566,DİNİ TESİSLER,CAMİ,EBUİSHAK MH. ACEMREİS CAMİ,"{""type"":""Point"",""coordinates"":[29.073999529,40.188426081]}"
bursa_dinitesis.567,DİNİ TESİSLER,CAMİ,EBUİSHAK MH. EBUİSHAK CAMİ,"{""type"":""Point"",""coordinates"":[29.071216469,40.186412963]}"
bursa_dinitesis.568,DİNİ TESİSLER,CAMİ,EBUİSHAK MH. KANBERLER CAMİ,"{""type"":""Point"",""coordinates"":[29.073578355,40.186874324]}"
bursa_dinitesis.569,DİNİ TESİSLER,CAMİ,ELMASBAHÇELER CAMİ,"{""type"":""Point"",""coordinates"":[29.077932244,40.1921777]}"
bursa_dinitesis.570,DİNİ TESİSLER,CAMİ,EMEK 1050 KONUTLAR İMAM-I AZAM CAMİ,"{""type"":""Point"",""coordinates"":[28.973985806,40.243604357]}"
